Uhrzeit;Schritte;Aktivitätstyp;Intensität;Präzise Intensität
30.12.2015 13:26;;Ruhen;20;72
30.12.2015 13:34;;Ruhen;0;8
30.12.2015 13:36;;Ruhen;20;72
30.12.2015 13:38;;Ruhen;0;8
30.12.2015 13:42;;Ruhen;40;136
30.12.2015 13:43;71;Gehen;20;70
30.12.2015 13:45;;Ruhen;60;200
30.12.2015 13:46;;Ruhen;0;8
30.12.2015 13:54;;Ruhen;0;8
30.12.2015 13:56;11;Gehen;10;38
30.12.2015 13:57;;Ruhen;40;136
30.12.2015 13:58;;Ruhen;0;8
30.12.2015 14:07;;Ruhen;0;8
30.12.2015 14:18;;Ruhen;0;8
30.12.2015 20:00;;Ruhen;0;8
30.12.2015 21:48;;Ruhen;0;8
30.12.2015 23:00;0;Gehen;;
30.12.2015 23:00;;Ruhen;0;8
31.12.2015 07:00;;Ruhen;0;8
31.12.2015 07:15;;Ruhen;0;8
31.12.2015 07:30;;Ruhen;0;8
31.12.2015 07:45;;Ruhen;0;8
31.12.2015 08:00;;Ruhen;0;8
31.12.2015 20:00;;Ruhen;0;8
31.12.2015 23:00;;Ruhen;0;8
01.01.2016 07:00;;Ruhen;0;8
01.01.2016 07:15;;Ruhen;0;8
01.01.2016 07:30;;Ruhen;0;8
01.01.2016 07:45;;Ruhen;0;8
01.01.2016 08:00;;Ruhen;0;8
01.01.2016 16:31;;Ruhen;0;8
01.01.2016 20:00;;Ruhen;0;8
01.01.2016 23:00;;Ruhen;0;8
02.01.2016 07:00;;Ruhen;0;8
02.01.2016 07:15;;Ruhen;0;8
02.01.2016 07:30;;Ruhen;0;8
02.01.2016 07:45;;Ruhen;0;8
02.01.2016 08:00;;Ruhen;0;8
02.01.2016 13:28;;Ruhen;0;8
02.01.2016 20:00;;Ruhen;0;8
02.01.2016 22:02;;Ruhen;0;8
02.01.2016 23:00;;Ruhen;0;8
03.01.2016 07:00;;Ruhen;0;8
03.01.2016 07:15;;Ruhen;0;8
03.01.2016 07:30;;Ruhen;0;8
03.01.2016 07:45;;Ruhen;0;8
03.01.2016 08:00;;Ruhen;0;8
03.01.2016 16:12;;Ruhen;0;8
03.01.2016 16:39;;Ruhen;30;104
03.01.2016 16:40;;Ruhen;0;8
03.01.2016 16:49;;Ruhen;0;8
03.01.2016 20:00;;Ruhen;0;8
03.01.2016 23:00;;Ruhen;0;8
04.01.2016 07:00;;Ruhen;0;8
04.01.2016 07:15;;Ruhen;0;8
04.01.2016 07:30;;Ruhen;0;8
04.01.2016 07:45;;Ruhen;0;8
04.01.2016 08:00;;Ruhen;0;8
04.01.2016 12:22;;Ruhen;10;40
04.01.2016 12:23;;Ruhen;0;8
04.01.2016 12:32;;Ruhen;0;8
04.01.2016 20:00;;Ruhen;0;8
